trade_time,ticker,side,quantity,price
2024-03-28 09:23:00+05:30,AGRITECH.NS,buy,1.0,249.9499969482422
2024-03-28 09:23:00+05:30,REPRO.NS,buy,1.0,848.9000244140625
2024-03-28 09:32:00+05:30,NRL.NS,buy,1.0,87.0999984741211
2024-03-28 09:36:00+05:30,MSPL.NS,buy,1.0,31.600000381469727
2024-03-28 09:49:00+05:30,BCG.NS,buy,1.0,14.649999618530272
2024-03-28 10:01:00+05:30,DSSL.NS,buy,1.0,1057.300048828125
2024-03-28 10:06:00+05:30,OMAXE.NS,buy,1.0,89.0999984741211
2024-03-28 10:11:00+05:30,HMVL.NS,buy,1.0,115.6500015258789
