ticker,quantity,avg_price,side
AGRITECH.NS,1.0,249.9499969482422,buy
BCG.NS,1.0,14.649999618530272,buy
DSSL.NS,1.0,1057.300048828125,buy
HMVL.NS,1.0,115.6500015258789,buy
MSPL.NS,1.0,31.600000381469727,buy
NRL.NS,1.0,87.0999984741211,buy
OMAXE.NS,1.0,89.0999984741211,buy
REPRO.NS,1.0,848.9000244140625,buy
